1,2
2,1
2,3
3,2
4,5
5,4
6,7
6,8
6,9
6,10
7,6
8,6
9,6
10,6
11,13
11,14
11,15
12,13
12,14
12,15
13,11
13,12
13,14
14,11
14,12
14,13
15,11
15,12
16,16
17,17
18,18
19,19
20,20
21,22
22,23
24,22
26,27
26,28
26,33
27,26
27,29
27,31
27,33
28,26
28,29
28,32
29,27
29,28
30,31
31,27
31,30
32,28
32,33
33,26
33,27
33,32
34,35
35,34
37,34
37,35
37,36
39,40
39,42
40,39
40,43
41,42
42,39
42,41
43,40
44,46
44,48
45,47
46,44
47,45
48,44
49,50
50,49
51,52
52,53
53,51
54,55
54,58
55,54
55,56
56,55
56,57
57,56
57,58
58,54
58,57
59,60
59,63
60,59
60,62
62,60
62,63
63,59
63,62
64,65
65,64
65,67
65,67
67,64
68,67
69,70
69,71
69,72
70,69
70,72
71,69
71,72
71,73
72,69
72,70
72,71
73,71
74,29
75,31
76,28
77,30
78,27
78,29
79,29
81,28
83,84
84,85
85,86
86,87
87,83
88,26
89,27
91,30
92,29
93,94
93,95
93,96
94,93
94,95
94,96
95,93
95,94
96,93
96,94
98,27
98,28
98,33
99,26
99,29
99,31
99,33
100,26
100,29
100,32
101,27
101,28
102,31
103,27
103,30
104,28
104,33
105,26
